sIP,dIP,sPort,dPort,protocol,packets,bytes,flags,sTime,duration,eTime,sensor,in,out,nhIP,initialFlags,sessionFlags,attributes,application,class,type,sTime+msec,eTime+msec,dur+msec,iType,iCode,scc,dcc
192.168.1.1,224.0.0.1,0,0,2,6,216,,1445794319.222,750.006,1445795069.228,S0,0,0,0.0.0.0,,,S,0,all,out,1445794319.222,1445795069.228,750.006,,,--,--
192.168.1.6,224.0.0.251,5353,5353,17,1,132,,1445795275.993,0.000,1445795275.993,S0,0,0,0.0.0.0,,,,53,all,out,1445795275.993,1445795275.993,0.000,,,--,--
192.168.1.100,239.255.255.250,1900,1900,17,573,214042,,1445793886.364,1770.270,1445795656.634,S0,0,0,0.0.0.0,,,TC,80,all,out,1445793886.364,1445795656.634,1770.270,,,--,--
192.168.1.7,224.0.1.60,0,0,2,14,448,,1445793826.363,1744.644,1445795571.007,S0,0,0,0.0.0.0,,,TCS,0,all,out,1445793826.363,1445795571.007,1744.644,,,--,--
192.168.1.8,224.0.0.251,5353,5353,17,58,25621,,1445795408.595,18.748,1445795427.343,S0,0,0,0.0.0.0,,,,53,all,out,1445795408.595,1445795427.343,18.748,,,--,--
192.168.1.5,224.0.0.22,0,0,2,7,280,,1445794320.246,1127.057,1445795447.303,S0,0,0,0.0.0.0,,,S,0,all,out,1445794320.246,1445795447.303,1127.057,,,--,--
192.168.1.1,239.255.255.250,1900,1900,17,37,14840,,1445795534.349,0.164,1445795534.513,S0,0,0,0.0.0.0,,,,80,all,out,1445795534.349,1445795534.513,0.164,,,--,--
192.168.1.7,224.0.0.251,5353,5353,17,29,6170,,1445794020.102,1719.975,1445795740.077,S0,0,0,0.0.0.0,,,TC,0,all,out,1445794020.102,1445795740.077,1719.975,,,--,--
192.168.1.10,239.255.255.250,35811,1900,17,3,758,,1445795685.803,0.005,1445795685.808,S0,0,0,0.0.0.0,,,,80,all,out,1445795685.803,1445795685.808,0.005,,,--,--
192.168.1.12,224.0.0.22,0,0,2,3,120,,1445795683.140,21.196,1445795704.336,S0,0,0,0.0.0.0,,,S,0,all,out,1445795683.140,1445795704.336,21.196,,,--,--
192.168.1.5,224.0.0.251,5353,5353,17,32,2953,,1445794201.151,1778.755,1445795979.906,S0,0,0,0.0.0.0,,,TC,53,all,out,1445794201.151,1445795979.906,1778.755,,,--,--
192.168.1.8,224.0.0.251,5353,5353,17,56,22223,,1445795997.929,18.759,1445796016.688,S0,0,0,0.0.0.0,,,,53,all,out,1445795997.929,1445796016.688,18.759,,,--,--
192.168.1.7,239.255.255.250,0,0,2,15,480,,1445794695.044,1753.871,1445796448.915,S0,0,0,0.0.0.0,,,TCS,0,all,out,1445794695.044,1445796448.915,1753.871,,,--,--
192.168.1.1,224.0.0.22,0,0,2,15,600,,1445794703.646,1748.546,1445796452.192,S0,0,0,0.0.0.0,,,TS,0,all,out,1445794703.646,1445796452.192,1748.546,,,--,--
192.168.1.10,224.0.0.22,0,0,2,15,600,,1445794947.265,1751.107,1445796698.372,S0,0,0,0.0.0.0,,,TS,0,all,out,1445794947.265,1445796698.372,1751.107,,,--,--
192.168.1.5,224.0.0.22,0,0,2,6,240,,1445795824.354,745.910,1445796570.264,S0,0,0,0.0.0.0,,,S,0,all,out,1445795824.354,1445796570.264,745.910,,,--,--
192.168.1.4,224.0.0.251,5353,5353,17,14,1802,,1445795205.430,1528.272,1445796733.702,S0,0,0,0.0.0.0,,,,0,all,out,1445795205.430,1445796733.702,1528.272,,,--,--
192.168.1.1,224.0.0.1,0,0,2,15,540,,1445795444.231,1749.979,1445797194.210,S0,0,0,0.0.0.0,,,TS,0,all,out,1445795444.231,1445797194.210,1749.979,,,--,--
192.168.1.100,239.255.255.250,1900,1900,17,588,219434,,1445795686.418,1771.280,1445797457.698,S0,0,0,0.0.0.0,,,TC,80,all,out,1445795686.418,1445797457.698,1771.280,,,--,--
192.168.1.7,224.0.1.60,0,0,2,14,448,,1445795697.373,1756.840,1445797454.213,S0,0,0,0.0.0.0,,,TCS,0,all,out,1445795697.373,1445797454.213,1756.840,,,--,--
192.168.1.7,224.0.0.251,5353,5353,17,29,6169,,1445795840.125,1790.019,1445797630.144,S0,0,0,0.0.0.0,,,TC,0,all,out,1445795840.125,1445797630.144,1790.019,,,--,--
192.168.1.6,192.168.1.255,137,137,17,5,390,,1445792729.608,0.000,1445792729.608,S0,0,0,0.0.0.0,,,S,137,all,int2int,1445792729.608,1445792729.608,0.000,,,--,--
192.168.1.5,192.168.1.255,137,137,17,4,312,,1445792729.608,0.005,1445792729.613,S0,0,0,0.0.0.0,,,S,137,all,int2int,1445792729.608,1445792729.613,0.005,,,--,--
192.168.1.5,192.168.1.255,137,137,17,1,78,,1445793329.798,0.000,1445793329.798,S0,0,0,0.0.0.0,,,,137,all,int2int,1445793329.798,1445793329.798,0.000,,,--,--
192.168.1.6,192.168.1.255,137,137,17,2,156,,1445793329.798,0.000,1445793329.798,S0,0,0,0.0.0.0,,,S,137,all,int2int,1445793329.798,1445793329.798,0.000,,,--,--
192.168.1.6,192.168.1.255,137,137,17,2,156,,1445793929.799,0.000,1445793929.799,S0,0,0,0.0.0.0,,,S,137,all,int2int,1445793929.799,1445793929.799,0.000,,,--,--
192.168.1.5,192.168.1.255,137,137,17,1,78,,1445793929.987,0.000,1445793929.987,S0,0,0,0.0.0.0,,,,137,all,int2int,1445793929.987,1445793929.987,0.000,,,--,--
192.168.1.13,192.168.1.6,1800,55085,6,187,12167,PA,1445793095.609,1783.373,1445794878.982,S0,0,0,0.0.0.0,PA,PA,TC,80,all,int2int,1445793095.609,1445794878.982,1783.373,,,--,--
192.168.1.6,192.168.1.13,55085,1800,6,187,11401,PA,1445793095.609,1783.373,1445794878.982,S0,0,0,0.0.0.0,PA,PA,TCS,80,all,int2int,1445793095.609,1445794878.982,1783.373,,,--,--
192.168.1.6,192.168.1.255,137,137,17,3,234,,1445795129.954,0.001,1445795129.955,S0,0,0,0.0.0.0,,,S,137,all,int2int,1445795129.954,1445795129.955,0.001,,,--,--
192.168.1.5,192.168.1.255,137,137,17,3,234,,1445795129.954,0.204,1445795130.158,S0,0,0,0.0.0.0,,,S,137,all,int2int,1445795129.954,1445795130.158,0.204,,,--,--
192.168.1.6,192.168.1.255,137,137,17,3,234,,1445795730.143,0.000,1445795730.143,S0,0,0,0.0.0.0,,,S,137,all,int2int,1445795730.143,1445795730.143,0.000,,,--,--
192.168.1.5,192.168.1.255,137,137,17,3,234,,1445795730.143,0.003,1445795730.146,S0,0,0,0.0.0.0,,,S,137,all,int2int,1445795730.143,1445795730.146,0.003,,,--,--
192.168.1.13,192.168.1.6,1800,55085,6,188,12220,PA,1445794895.717,1783.726,1445796679.443,S0,0,0,0.0.0.0,PA,PA,TC,80,all,int2int,1445794895.717,1445796679.443,1783.726,,,--,--
192.168.1.6,192.168.1.13,55085,1800,6,188,11453,PA,1445794895.717,1783.726,1445796679.443,S0,0,0,0.0.0.0,PA,PA,TCS,80,all,int2int,1445794895.717,1445796679.443,1783.726,,,--,--
0.0.0.0,255.255.255.255,68,67,17,1,328,,1445792447.078,0.000,1445792447.078,S0,0,0,0.0.0.0,,,,67,all,ext2ext,1445792447.078,1445792447.078,0.000,,,--,--
0.0.0.0,255.255.255.255,68,67,17,1,328,,1445793037.129,0.000,1445793037.129,S0,0,0,0.0.0.0,,,,67,all,ext2ext,1445793037.129,1445793037.129,0.000,,,--,--
0.0.0.0,255.255.255.255,68,67,17,1,328,,1445793629.023,0.000,1445793629.023,S0,0,0,0.0.0.0,,,,67,all,ext2ext,1445793629.023,1445793629.023,0.000,,,--,--
0.0.0.0,255.255.255.255,68,67,17,1,328,,1445794223.477,0.000,1445794223.477,S0,0,0,0.0.0.0,,,,67,all,ext2ext,1445794223.477,1445794223.477,0.000,,,--,--
0.0.0.0,255.255.255.255,68,67,17,1,328,,1445794817.214,0.000,1445794817.214,S0,0,0,0.0.0.0,,,,67,all,ext2ext,1445794817.214,1445794817.214,0.000,,,--,--
0.0.0.0,255.255.255.255,68,67,17,2,904,,1445795407.265,266.457,1445795673.722,S0,0,0,0.0.0.0,,,,67,all,ext2ext,1445795407.265,1445795673.722,266.457,,,--,--
0.0.0.0,255.255.255.255,68,67,17,1,328,,1445795997.214,0.000,1445795997.214,S0,0,0,0.0.0.0,,,,67,all,ext2ext,1445795997.214,1445795997.214,0.000,,,--,--
192.168.1.100,255.255.255.255,41147,63146,17,2,324,,1445796079.955,0.002,1445796079.957,S0,0,0,0.0.0.0,,,S,0,all,out,1445796079.955,1445796079.957,0.002,,,--,--
192.168.1.12,224.0.0.22,0,0,2,2,80,,1445796358.596,1.024,1445796359.620,S0,0,0,0.0.0.0,,,S,0,all,out,1445796358.596,1445796359.620,1.024,,,--,--
192.168.1.2,224.0.0.22,0,0,2,4,160,,1445796304.321,57.448,1445796361.769,S0,0,0,0.0.0.0,,,S,0,all,out,1445796304.321,1445796361.769,57.448,,,--,--
192.168.1.4,224.0.0.22,0,0,2,1,40,,1445796451.274,0.000,1445796451.274,S0,0,0,0.0.0.0,,,,0,all,out,1445796451.274,1445796451.274,0.000,,,--,--
192.168.1.8,224.0.0.251,5353,5353,17,61,27631,,1445796588.288,18.333,1445796606.621,S0,0,0,0.0.0.0,,,,53,all,out,1445796588.288,1445796606.621,18.333,,,--,--
192.168.1.9,224.0.0.22,0,0,2,1,40,,1445796826.071,0.000,1445796826.071,S0,0,0,0.0.0.0,,,,0,all,out,1445796826.071,1445796826.071,0.000,,,--,--
192.168.1.10,239.255.255.250,35811,1900,17,3,758,,1445796885.773,0.005,1445796885.778,S0,0,0,0.0.0.0,,,,80,all,out,1445796885.773,1445796885.778,0.005,,,--,--
192.168.1.12,224.0.0.22,0,0,2,2,80,,1445797094.267,2.048,1445797096.315,S0,0,0,0.0.0.0,,,S,0,all,out,1445797094.267,1445797096.315,2.048,,,--,--
192.168.1.8,224.0.0.251,5353,5353,17,53,22535,,1445797180.388,18.848,1445797199.236,S0,0,0,0.0.0.0,,,,53,all,out,1445797180.388,1445797199.236,18.848,,,--,--
192.168.1.4,224.0.0.251,5353,5353,17,2,264,,1445797428.101,0.005,1445797428.106,S0,0,0,0.0.0.0,,,S,0,all,out,1445797428.101,1445797428.106,0.005,,,--,--
192.168.1.4,224.0.0.22,0,0,2,1,40,,1445797445.406,0.000,1445797445.406,S0,0,0,0.0.0.0,,,,0,all,out,1445797445.406,1445797445.406,0.000,,,--,--
192.168.1.1,239.255.255.250,1900,1900,17,29,11374,,1445797524.465,0.301,1445797524.766,S0,0,0,0.0.0.0,,,,80,all,out,1445797524.465,1445797524.766,0.301,,,--,--
192.168.1.2,224.0.0.22,0,0,2,8,320,,1445796939.429,632.856,1445797572.285,S0,0,0,0.0.0.0,,,S,0,all,out,1445796939.429,1445797572.285,632.856,,,--,--
192.168.1.5,224.0.0.251,5353,5353,17,30,2998,,1445796019.946,1780.085,1445797800.031,S0,0,0,0.0.0.0,,,TC,53,all,out,1445796019.946,1445797800.031,1780.085,,,--,--
192.168.1.8,224.0.0.251,5353,5353,17,47,19882,,1445797773.919,18.954,1445797792.873,S0,0,0,0.0.0.0,,,,53,all,out,1445797773.919,1445797792.873,18.954,,,--,--
192.168.1.10,239.255.255.250,35811,1900,17,3,758,,1445798085.841,0.008,1445798085.849,S0,0,0,0.0.0.0,,,,80,all,out,1445798085.841,1445798085.849,0.008,,,--,--
192.168.1.1,224.0.0.22,0,0,2,15,600,,1445796573.950,1750.798,1445798324.748,S0,0,0,0.0.0.0,,,TCS,0,all,out,1445796573.950,1445798324.748,1750.798,,,--,--
192.168.1.7,239.255.255.250,0,0,2,15,480,,1445796569.855,1750.899,1445798320.754,S0,0,0,0.0.0.0,,,TCS,0,all,out,1445796569.855,1445798320.754,1750.899,,,--,--
192.168.1.2,224.0.0.22,0,0,2,2,80,,1445798158.956,2.970,1445798161.926,S0,0,0,0.0.0.0,,,S,0,all,out,1445798158.956,1445798161.926,2.970,,,--,--
192.168.1.10,224.0.0.22,0,0,2,12,480,,1445796827.811,1500.214,1445798328.025,S0,0,0,0.0.0.0,,,CS,0,all,out,1445796827.811,1445798328.025,1500.214,,,--,--
192.168.1.8,224.0.0.251,5353,5353,17,53,22908,,1445798365.403,18.955,1445798384.358,S0,0,0,0.0.0.0,,,,53,all,out,1445798365.403,1445798384.358,18.955,,,--,--
192.168.1.12,224.0.0.22,0,0,2,6,240,,1445798256.856,421.390,1445798678.246,S0,0,0,0.0.0.0,,,S,0,all,out,1445798256.856,1445798678.246,421.390,,,--,--
192.168.1.2,224.0.0.22,0,0,2,2,80,,1445798754.844,0.923,1445798755.767,S0,0,0,0.0.0.0,,,S,0,all,out,1445798754.844,1445798755.767,0.923,,,--,--
192.168.1.9,224.0.0.22,0,0,2,2,80,,1445798759.044,0.920,1445798759.964,S0,0,0,0.0.0.0,,,S,0,all,out,1445798759.044,1445798759.964,0.920,,,--,--
192.168.1.5,224.0.0.22,0,0,2,13,520,,1445797197.284,1752.128,1445798949.412,S0,0,0,0.0.0.0,,,TS,0,all,out,1445797197.284,1445798949.412,1752.128,,,--,--
192.168.1.1,224.0.0.1,0,0,2,15,540,,1445797319.245,1750.083,1445799069.328,S0,0,0,0.0.0.0,,,TCS,0,all,out,1445797319.245,1445799069.328,1750.083,,,--,--
192.168.1.6,224.0.0.251,5353,5353,17,1,132,,1445798876.137,0.000,1445798876.137,S0,0,0,0.0.0.0,,,,53,all,out,1445798876.137,1445798876.137,0.000,,,--,--
192.168.1.4,224.0.0.251,5353,5353,17,9,1188,,1445797884.311,1050.150,1445798934.461,S0,0,0,0.0.0.0,,,S,0,all,out,1445797884.311,1445798934.461,1050.150,,,--,--
192.168.1.8,224.0.0.251,5353,5353,17,55,25970,,1445798958.426,18.226,1445798976.652,S0,0,0,0.0.0.0,,,,53,all,out,1445798958.426,1445798976.652,18.226,,,--,--
192.168.1.100,239.255.255.250,1900,1900,17,596,222448,,1445797487.497,1799.973,1445799287.470,S0,0,0,0.0.0.0,,,TC,80,all,out,1445797487.497,1445799287.470,1799.973,,,--,--
192.168.1.12,224.0.0.22,0,0,2,2,80,,1445798992.116,2.047,1445798994.163,S0,0,0,0.0.0.0,,,S,0,all,out,1445798992.116,1445798994.163,2.047,,,--,--
192.168.1.7,224.0.1.60,0,0,2,15,480,,1445797576.278,1752.337,1445799328.615,S0,0,0,0.0.0.0,,,TCS,0,all,out,1445797576.278,1445799328.615,1752.337,,,--,--
192.168.1.7,224.0.0.251,5353,5353,17,29,6206,,1445797660.046,1790.130,1445799450.176,S0,0,0,0.0.0.0,,,TC,0,all,out,1445797660.046,1445799450.176,1790.130,,,--,--
192.168.1.10,239.255.255.250,35811,1900,17,3,758,,1445799285.810,0.109,1445799285.919,S0,0,0,0.0.0.0,,,,80,all,out,1445799285.810,1445799285.919,0.109,,,--,--
192.168.1.5,224.0.0.251,5353,5353,17,29,2785,,1445797910.013,1710.042,1445799620.055,S0,0,0,0.0.0.0,,,TC,53,all,out,1445797910.013,1445799620.055,1710.042,,,--,--
192.168.1.2,224.0.0.22,0,0,2,2,80,,1445799432.247,2.972,1445799435.219,S0,0,0,0.0.0.0,,,S,0,all,out,1445799432.247,1445799435.219,2.972,,,--,--
192.168.1.1,239.255.255.250,1900,1900,17,33,12879,,1445799514.479,0.302,1445799514.781,S0,0,0,0.0.0.0,,,,80,all,out,1445799514.479,1445799514.781,0.302,,,--,--
192.168.1.8,224.0.0.251,5353,5353,17,53,21809,,1445799550.628,19.046,1445799569.674,S0,0,0,0.0.0.0,,,,53,all,out,1445799550.628,1445799569.674,19.046,,,--,--
192.168.1.7,239.255.255.250,0,0,2,15,480,,1445798448.554,1751.925,1445800200.479,S0,0,0,0.0.0.0,,,TCS,0,all,out,1445798448.554,1445800200.479,1751.925,,,--,--
192.168.1.1,224.0.0.22,0,0,2,14,560,,1445798448.350,1627.094,1445800075.444,S0,0,0,0.0.0.0,,,TCS,0,all,out,1445798448.350,1445800075.444,1627.094,,,--,--
192.168.1.10,224.0.0.22,0,0,2,13,520,,1445798827.244,1746.804,1445800574.048,S0,0,0,0.0.0.0,,,TS,0,all,out,1445798827.244,1445800574.048,1746.804,,,--,--
192.168.1.5,224.0.0.22,0,0,2,13,520,,1445799076.392,1745.986,1445800822.378,S0,0,0,0.0.0.0,,,TCS,0,all,out,1445799076.392,1445800822.378,1745.986,,,--,--
192.168.1.1,224.0.0.1,0,0,2,15,540,,1445799194.259,1750.082,1445800944.341,S0,0,0,0.0.0.0,,,TCS,0,all,out,1445799194.259,1445800944.341,1750.082,,,--,--
192.168.1.100,239.255.255.250,1900,1900,17,522,194527,,1445799287.555,1770.574,1445801058.129,S0,0,0,0.0.0.0,,,TC,80,all,out,1445799287.555,1445801058.129,1770.574,,,--,--
192.168.1.7,224.0.0.251,5353,5353,17,27,5360,,1445799480.172,1721.101,1445801201.273,S0,0,0,0.0.0.0,,,TC,0,all,out,1445799480.172,1445801201.273,1721.101,,,--,--
192.168.1.7,224.0.1.60,0,0,2,14,448,,1445799452.014,1748.336,1445801200.350,S0,0,0,0.0.0.0,,,TCS,0,all,out,1445799452.014,1445801200.350,1748.336,,,--,--
192.168.1.6,192.168.1.255,137,137,17,5,390,,1445796330.146,0.000,1445796330.146,S0,0,0,0.0.0.0,,,S,137,all,int2int,1445796330.146,1445796330.146,0.000,,,--,--
192.168.1.5,192.168.1.255,137,137,17,5,390,,1445796330.331,0.005,1445796330.336,S0,0,0,0.0.0.0,,,S,137,all,int2int,1445796330.331,1445796330.336,0.005,,,--,--
192.168.1.6,192.168.1.255,137,137,17,2,156,,1445796930.317,0.000,1445796930.317,S0,0,0,0.0.0.0,,,S,137,all,int2int,1445796930.317,1445796930.317,0.000,,,--,--
192.168.1.5,192.168.1.255,137,137,17,2,156,,1445796930.316,0.002,1445796930.318,S0,0,0,0.0.0.0,,,S,137,all,int2int,1445796930.316,1445796930.318,0.002,,,--,--
192.168.1.6,192.168.1.255,137,137,17,2,156,,1445797530.300,0.000,1445797530.300,S0,0,0,0.0.0.0,,,S,137,all,int2int,1445797530.300,1445797530.300,0.000,,,--,--
192.168.1.5,192.168.1.255,137,137,17,2,156,,1445797530.299,0.002,1445797530.301,S0,0,0,0.0.0.0,,,S,137,all,int2int,1445797530.299,1445797530.301,0.002,,,--,--
192.168.1.13,192.168.1.6,1800,55085,6,188,12220,PA,1445796695.826,1784.059,1445798479.885,S0,0,0,0.0.0.0,PA,PA,TC,80,all,int2int,1445796695.826,1445798479.885,1784.059,,,--,--
192.168.1.6,192.168.1.13,55085,1800,6,188,11453,PA,1445796695.826,1784.059,1445798479.885,S0,0,0,0.0.0.0,PA,PA,TCS,80,all,int2int,1445796695.826,1445798479.885,1784.059,,,--,--
192.168.1.6,192.168.1.255,137,137,17,3,234,,1445798730.474,0.001,1445798730.475,S0,0,0,0.0.0.0,,,S,137,all,int2int,1445798730.474,1445798730.475,0.001,,,--,--
192.168.1.5,192.168.1.255,137,137,17,3,234,,1445798730.473,0.206,1445798730.679,S0,0,0,0.0.0.0,,,S,137,all,int2int,1445798730.473,1445798730.679,0.206,,,--,--
192.168.1.6,192.168.1.255,137,137,17,3,234,,1445799330.664,0.000,1445799330.664,S0,0,0,0.0.0.0,,,S,137,all,int2int,1445799330.664,1445799330.664,0.000,,,--,--
192.168.1.5,192.168.1.255,137,137,17,3,234,,1445799330.664,0.004,1445799330.668,S0,0,0,0.0.0.0,,,S,137,all,int2int,1445799330.664,1445799330.668,0.004,,,--,--
192.168.1.13,192.168.1.6,1800,55085,6,188,12220,PA,1445798495.912,1784.355,1445800280.267,S0,0,0,0.0.0.0,PA,PA,TC,80,all,int2int,1445798495.912,1445800280.267,1784.355,,,--,--
192.168.1.6,192.168.1.13,55085,1800,6,188,11453,PA,1445798495.912,1784.355,1445800280.267,S0,0,0,0.0.0.0,PA,PA,TCS,80,all,int2int,1445798495.912,1445800280.267,1784.355,,,--,--
0.0.0.0,255.255.255.255,68,67,17,1,328,,1445796587.177,0.000,1445796587.177,S0,0,0,0.0.0.0,,,,67,all,ext2ext,1445796587.177,1445796587.177,0.000,,,--,--
0.0.0.0,255.255.255.255,68,67,17,1,328,,1445797178.956,0.000,1445797178.956,S0,0,0,0.0.0.0,,,,67,all,ext2ext,1445797178.956,1445797178.956,0.000,,,--,--
0.0.0.0,255.255.255.255,68,67,17,1,328,,1445797772.282,0.000,1445797772.282,S0,0,0,0.0.0.0,,,,67,all,ext2ext,1445797772.282,1445797772.282,0.000,,,--,--
0.0.0.0,255.255.255.255,68,67,17,1,328,,1445798363.869,0.000,1445798363.869,S0,0,0,0.0.0.0,,,,67,all,ext2ext,1445798363.869,1445798363.869,0.000,,,--,--
0.0.0.0,255.255.255.255,68,67,17,1,328,,1445798957.402,0.000,1445798957.402,S0,0,0,0.0.0.0,,,,67,all,ext2ext,1445798957.402,1445798957.402,0.000,,,--,--
192.168.1.100,255.255.255.255,41147,63146,17,2,320,,1445799680.584,0.002,1445799680.586,S0,0,0,0.0.0.0,,,S,0,all,out,1445799680.584,1445799680.586,0.002,,,--,--
192.168.1.4,224.0.0.251,5353,5353,17,2,264,,1445799739.355,110.085,1445799849.440,S0,0,0,0.0.0.0,,,S,0,all,out,1445799739.355,1445799849.440,110.085,,,--,--
192.168.1.8,224.0.0.251,5353,5353,17,49,21555,,1445800145.797,18.851,1445800164.648,S0,0,0,0.0.0.0,,,,53,all,out,1445800145.797,1445800164.648,18.851,,,--,--
192.168.1.12,224.0.0.22,0,0,2,2,80,,1445800255.265,2.970,1445800258.235,S0,0,0,0.0.0.0,,,S,0,all,out,1445800255.265,1445800258.235,2.970,,,--,--
192.168.1.4,224.0.0.22,0,0,2,1,40,,1445800445.327,0.000,1445800445.327,S0,0,0,0.0.0.0,,,,0,all,out,1445800445.327,1445800445.327,0.000,,,--,--
192.168.1.10,239.255.255.250,35811,1900,17,2,453,,1445800485.880,0.003,1445800485.883,S0,0,0,0.0.0.0,,,,80,all,out,1445800485.880,1445800485.883,0.003,,,--,--
192.168.1.8,224.0.0.251,5353,5353,17,58,27361,,1445800738.613,18.741,1445800757.354,S0,0,0,0.0.0.0,,,,53,all,out,1445800738.613,1445800757.354,18.741,,,--,--
192.168.1.4,224.0.0.251,5353,5353,17,5,637,,1445800191.879,592.409,1445800784.288,S0,0,0,0.0.0.0,,,,0,all,out,1445800191.879,1445800784.288,592.409,,,--,--
192.168.1.4,224.0.0.22,0,0,2,1,40,,1445800789.711,0.000,1445800789.711,S0,0,0,0.0.0.0,,,,0,all,out,1445800789.711,1445800789.711,0.000,,,--,--
192.168.1.12,224.0.0.22,0,0,2,2,80,,1445801086.171,2.051,1445801088.222,S0,0,0,0.0.0.0,,,S,0,all,out,1445801086.171,1445801088.222,2.051,,,--,--
192.168.1.5,224.0.0.251,5353,5353,17,31,2997,,1445799730.038,1756.224,1445801486.262,S0,0,0,0.0.0.0,,,TC,53,all,out,1445799730.038,1445801486.262,1756.224,,,--,--
192.168.1.1,224.0.0.22,0,0,2,9,360,,1445800320.189,1000.690,1445801320.879,S0,0,0,0.0.0.0,,,CS,0,all,out,1445800320.189,1445801320.879,1000.690,,,--,--
192.168.1.5,224.0.0.22,0,0,2,4,160,,1445800947.413,375.003,1445801322.416,S0,0,0,0.0.0.0,,,CS,0,all,out,1445800947.413,1445801322.416,375.003,,,--,--
192.168.1.8,224.0.0.251,5353,5353,17,46,19538,,1445801331.530,18.742,1445801350.272,S0,0,0,0.0.0.0,,,,53,all,out,1445801331.530,1445801350.272,18.742,,,--,--
192.168.1.1,239.255.255.250,1900,1900,17,31,12429,,1445801504.492,0.139,1445801504.631,S0,0,0,0.0.0.0,,,,80,all,out,1445801504.492,1445801504.631,0.139,,,--,--
192.168.1.1,224.0.0.1,0,0,2,5,180,,1445801069.376,499.935,1445801569.311,S0,0,0,0.0.0.0,,,CS,0,all,out,1445801069.376,1445801569.311,499.935,,,--,--
192.168.1.10,224.0.0.22,0,0,2,7,280,,1445800698.571,871.969,1445801570.540,S0,0,0,0.0.0.0,,,CS,0,all,out,1445800698.571,1445801570.540,871.969,,,--,--
192.168.1.10,239.255.255.250,35811,1900,17,3,758,,1445801685.951,0.006,1445801685.957,S0,0,0,0.0.0.0,,,,80,all,out,1445801685.951,1445801685.957,0.006,,,--,--
192.168.1.7,239.255.255.250,0,0,2,10,320,,1445800319.677,1377.741,1445801697.418,S0,0,0,0.0.0.0,,,CS,0,all,out,1445800319.677,1445801697.418,1377.741,,,--,--
192.168.1.12,224.0.0.22,0,0,2,2,80,,1445801726.195,2.970,1445801729.165,S0,0,0,0.0.0.0,,,S,0,all,out,1445801726.195,1445801729.165,2.970,,,--,--
192.168.1.7,224.0.1.60,0,0,2,5,160,,1445801328.970,492.154,1445801821.124,S0,0,0,0.0.0.0,,,CS,0,all,out,1445801328.970,1445801821.124,492.154,,,--,--
192.168.1.8,224.0.0.251,5353,5353,17,33,14806,,1445801927.117,18.230,1445801945.347,S0,0,0,0.0.0.0,,,,0,all,out,1445801927.117,1445801945.347,18.230,,,--,--
192.168.1.9,224.0.0.22,0,0,2,1,40,,1445802043.237,0.000,1445802043.237,S0,0,0,0.0.0.0,,,,0,all,out,1445802043.237,1445802043.237,0.000,,,--,--
192.168.1.1,224.0.0.22,0,0,2,3,120,,1445801696.087,382.688,1445802078.775,S0,0,0,0.0.0.0,,,S,0,all,out,1445801696.087,1445802078.775,382.688,,,--,--
192.168.1.4,224.0.0.251,5353,5353,17,1,109,,1445802110.110,0.000,1445802110.110,S0,0,0,0.0.0.0,,,,0,all,out,1445802110.110,1445802110.110,0.000,,,--,--
192.168.1.5,224.0.0.22,0,0,2,3,120,,1445802198.484,252.934,1445802451.418,S0,0,0,0.0.0.0,,,S,0,all,out,1445802198.484,1445802451.418,252.934,,,--,--
192.168.1.6,224.0.0.251,5353,5353,17,1,132,,1445802476.287,0.000,1445802476.287,S0,0,0,0.0.0.0,,,,53,all,out,1445802476.287,1445802476.287,0.000,,,--,--
192.168.1.8,224.0.0.251,5353,5353,17,57,25374,,1445802518.391,18.742,1445802537.133,S0,0,0,0.0.0.0,,,,53,all,out,1445802518.391,1445802537.133,18.742,,,--,--
192.168.1.100,239.255.255.250,1900,1900,17,498,186260,,1445801088.016,1770.870,1445802858.886,S0,0,0,0.0.0.0,,,TC,80,all,out,1445801088.016,1445802858.886,1770.870,,,--,--
192.168.1.12,224.0.0.22,0,0,2,2,80,,1445802698.725,1.022,1445802699.747,S0,0,0,0.0.0.0,,,S,0,all,out,1445802698.725,1445802699.747,1.022,,,--,--
192.168.1.7,224.0.0.251,5353,5353,17,28,7258,,1445801300.195,1689.971,1445802990.166,S0,0,0,0.0.0.0,,,TC,0,all,out,1445801300.195,1445802990.166,1689.971,,,--,--
192.168.1.10,239.255.255.250,35811,1900,17,3,758,,1445802886.021,0.006,1445802886.027,S0,0,0,0.0.0.0,,,,80,all,out,1445802886.021,1445802886.027,0.006,,,--,--
192.168.1.10,224.0.0.22,0,0,2,8,320,,1445802079.282,869.535,1445802948.817,S0,0,0,0.0.0.0,,,S,0,all,out,1445802079.282,1445802948.817,869.535,,,--,--
192.168.1.8,224.0.0.251,5353,5353,17,53,21708,,1445803110.183,18.024,1445803128.207,S0,0,0,0.0.0.0,,,,53,all,out,1445803110.183,1445803128.207,18.024,,,--,--
192.168.1.5,224.0.0.251,5353,5353,17,24,2233,,1445801620.002,1790.121,1445803410.123,S0,0,0,0.0.0.0,,,TC,53,all,out,1445801620.002,1445803410.123,1790.121,,,--,--
192.168.1.7,239.255.255.250,0,0,2,10,320,,1445802200.733,1119.377,1445803320.110,S0,0,0,0.0.0.0,,,S,0,all,out,1445802200.733,1445803320.110,1119.377,,,--,--
